,Datum,Description,Day
0,2020-12-20 05:00:00,Vierter Advent,Sonntag
0,2020-12-20 06:00:00,Vierter Advent,Sonntag
0,2020-12-20 07:00:00,Vierter Advent,Sonntag
0,2020-12-20 08:00:00,Vierter Advent,Sonntag
0,2020-12-20 09:00:00,Vierter Advent,Sonntag
0,2020-12-20 10:00:00,Vierter Advent,Sonntag
0,2020-12-20 11:00:00,Vierter Advent,Sonntag
0,2020-12-20 12:00:00,Vierter Advent,Sonntag
0,2020-12-20 13:00:00,Vierter Advent,Sonntag
0,2020-12-20 14:00:00,Vierter Advent,Sonntag
0,2020-12-20 15:00:00,Vierter Advent,Sonntag
0,2020-12-20 16:00:00,Vierter Advent,Sonntag
0,2020-12-20 17:00:00,Vierter Advent,Sonntag
0,2020-12-20 18:00:00,Vierter Advent,Sonntag
0,2020-12-20 19:00:00,Vierter Advent,Sonntag
0,2020-12-20 20:00:00,Vierter Advent,Sonntag
0,2020-12-20 21:00:00,Vierter Advent,Sonntag
0,2020-12-20 22:00:00,Vierter Advent,Sonntag
0,2020-12-20 23:00:00,Vierter Advent,Sonntag
0,2020-12-24 00:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 01:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 02:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 03:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 04:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 05:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 06:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 07:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 08:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 09:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 10:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 11:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 12:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 13:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 14:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 15:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 16:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 17:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 18:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 19:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 20:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 21:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 22:00:00,Heiliger Abend,Donnerstag
0,2020-12-24 23:00:00,Heiliger Abend,Donnerstag
0,2020-12-25 00:00:00,Weihnachten,Freitag
0,2020-12-25 01:00:00,Weihnachten,Freitag
0,2020-12-25 02:00:00,Weihnachten,Freitag
0,2020-12-25 03:00:00,Weihnachten,Freitag
0,2020-12-25 04:00:00,Weihnachten,Freitag
0,2020-12-25 05:00:00,Weihnachten,Freitag
0,2020-12-25 06:00:00,Weihnachten,Freitag
0,2020-12-25 07:00:00,Weihnachten,Freitag
0,2020-12-25 08:00:00,Weihnachten,Freitag
0,2020-12-25 09:00:00,Weihnachten,Freitag
0,2020-12-25 10:00:00,Weihnachten,Freitag
0,2020-12-25 11:00:00,Weihnachten,Freitag
0,2020-12-25 12:00:00,Weihnachten,Freitag
0,2020-12-25 13:00:00,Weihnachten,Freitag
0,2020-12-25 14:00:00,Weihnachten,Freitag
0,2020-12-25 15:00:00,Weihnachten,Freitag
0,2020-12-25 16:00:00,Weihnachten,Freitag
0,2020-12-25 17:00:00,Weihnachten,Freitag
0,2020-12-25 18:00:00,Weihnachten,Freitag
0,2020-12-25 19:00:00,Weihnachten,Freitag
0,2020-12-25 20:00:00,Weihnachten,Freitag
0,2020-12-25 21:00:00,Weihnachten,Freitag
0,2020-12-25 22:00:00,Weihnachten,Freitag
0,2020-12-25 23:00:00,Weihnachten,Freitag
0,2020-12-26 00:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 01:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 02:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 03:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 04:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 05:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 06:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 07:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 08:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 09:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 10:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 11:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 12:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 13:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 14:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 15:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 16:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 17:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 18:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 19:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 20:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 21:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 22:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-26 23:00:00,Zweiter Weihnachtsfeiertag,Samstag
0,2020-12-31 00:00:00,Silvester,Donnerstag
0,2020-12-31 01:00:00,Silvester,Donnerstag
0,2020-12-31 02:00:00,Silvester,Donnerstag
0,2020-12-31 03:00:00,Silvester,Donnerstag
0,2020-12-31 04:00:00,Silvester,Donnerstag
0,2020-12-31 05:00:00,Silvester,Donnerstag
0,2020-12-31 06:00:00,Silvester,Donnerstag
0,2020-12-31 07:00:00,Silvester,Donnerstag
0,2020-12-31 08:00:00,Silvester,Donnerstag
0,2020-12-31 09:00:00,Silvester,Donnerstag
0,2020-12-31 10:00:00,Silvester,Donnerstag
0,2020-12-31 11:00:00,Silvester,Donnerstag
0,2020-12-31 12:00:00,Silvester,Donnerstag
0,2020-12-31 13:00:00,Silvester,Donnerstag
0,2020-12-31 14:00:00,Silvester,Donnerstag
0,2020-12-31 15:00:00,Silvester,Donnerstag
0,2020-12-31 16:00:00,Silvester,Donnerstag
0,2020-12-31 17:00:00,Silvester,Donnerstag
0,2020-12-31 18:00:00,Silvester,Donnerstag
0,2020-12-31 19:00:00,Silvester,Donnerstag
0,2020-12-31 20:00:00,Silvester,Donnerstag
0,2020-12-31 21:00:00,Silvester,Donnerstag
0,2020-12-31 22:00:00,Silvester,Donnerstag
0,2020-12-31 23:00:00,Silvester,Donnerstag
0,2021-01-01 00:00:00,Neujahr,Freitag
0,2021-01-01 01:00:00,Neujahr,Freitag
0,2021-01-01 02:00:00,Neujahr,Freitag
0,2021-01-01 03:00:00,Neujahr,Freitag
0,2021-01-01 04:00:00,Neujahr,Freitag
0,2021-01-01 05:00:00,Neujahr,Freitag
0,2021-01-01 06:00:00,Neujahr,Freitag
0,2021-01-01 07:00:00,Neujahr,Freitag
0,2021-01-01 08:00:00,Neujahr,Freitag
0,2021-01-01 09:00:00,Neujahr,Freitag
0,2021-01-01 10:00:00,Neujahr,Freitag
0,2021-01-01 11:00:00,Neujahr,Freitag
0,2021-01-01 12:00:00,Neujahr,Freitag
0,2021-01-01 13:00:00,Neujahr,Freitag
0,2021-01-01 14:00:00,Neujahr,Freitag
0,2021-01-01 15:00:00,Neujahr,Freitag
0,2021-01-01 16:00:00,Neujahr,Freitag
0,2021-01-01 17:00:00,Neujahr,Freitag
0,2021-01-01 18:00:00,Neujahr,Freitag
0,2021-01-01 19:00:00,Neujahr,Freitag
0,2021-01-01 20:00:00,Neujahr,Freitag
0,2021-01-01 21:00:00,Neujahr,Freitag
0,2021-01-01 22:00:00,Neujahr,Freitag
0,2021-01-01 23:00:00,Neujahr,Freitag
0,2021-02-04 00:00:00,Karfreitag,Freitag
0,2021-02-04 01:00:00,Karfreitag,Freitag
0,2021-02-04 02:00:00,Karfreitag,Freitag
0,2021-02-04 03:00:00,Karfreitag,Freitag
0,2021-02-04 04:00:00,Karfreitag,Freitag
0,2021-02-04 05:00:00,Karfreitag,Freitag
0,2021-02-04 06:00:00,Karfreitag,Freitag
0,2021-02-04 07:00:00,Karfreitag,Freitag
0,2021-02-04 08:00:00,Karfreitag,Freitag
0,2021-02-04 09:00:00,Karfreitag,Freitag
0,2021-02-04 10:00:00,Karfreitag,Freitag
0,2021-02-04 11:00:00,Karfreitag,Freitag
0,2021-02-04 12:00:00,Karfreitag,Freitag
0,2021-02-04 13:00:00,Karfreitag,Freitag
0,2021-02-04 14:00:00,Karfreitag,Freitag
0,2021-02-04 15:00:00,Karfreitag,Freitag
0,2021-02-04 16:00:00,Karfreitag,Freitag
0,2021-02-04 17:00:00,Karfreitag,Freitag
0,2021-02-04 18:00:00,Karfreitag,Freitag
0,2021-02-04 19:00:00,Karfreitag,Freitag
0,2021-02-04 20:00:00,Karfreitag,Freitag
0,2021-02-04 21:00:00,Karfreitag,Freitag
0,2021-02-04 22:00:00,Karfreitag,Freitag
0,2021-02-04 23:00:00,Karfreitag,Freitag
0,2021-02-14 00:00:00,Valentinstag,Sonntag
0,2021-02-14 01:00:00,Valentinstag,Sonntag
0,2021-02-14 02:00:00,Valentinstag,Sonntag
0,2021-02-14 03:00:00,Valentinstag,Sonntag
0,2021-02-14 04:00:00,Valentinstag,Sonntag
0,2021-02-14 05:00:00,Valentinstag,Sonntag
0,2021-02-14 06:00:00,Valentinstag,Sonntag
0,2021-02-14 07:00:00,Valentinstag,Sonntag
0,2021-02-14 08:00:00,Valentinstag,Sonntag
0,2021-02-14 09:00:00,Valentinstag,Sonntag
0,2021-02-14 10:00:00,Valentinstag,Sonntag
0,2021-02-14 11:00:00,Valentinstag,Sonntag
0,2021-02-14 12:00:00,Valentinstag,Sonntag
0,2021-02-14 13:00:00,Valentinstag,Sonntag
0,2021-02-14 14:00:00,Valentinstag,Sonntag
0,2021-02-14 15:00:00,Valentinstag,Sonntag
0,2021-02-14 16:00:00,Valentinstag,Sonntag
0,2021-02-14 17:00:00,Valentinstag,Sonntag
0,2021-02-14 18:00:00,Valentinstag,Sonntag
0,2021-02-14 19:00:00,Valentinstag,Sonntag
0,2021-02-14 20:00:00,Valentinstag,Sonntag
0,2021-02-14 21:00:00,Valentinstag,Sonntag
0,2021-02-14 22:00:00,Valentinstag,Sonntag
0,2021-02-14 23:00:00,Valentinstag,Sonntag
0,2021-02-17 00:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 01:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 02:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 03:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 04:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 05:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 06:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 07:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 08:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 09:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 10:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 11:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 12:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 13:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 14:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 15:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 16:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 17:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 18:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 19:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 20:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 21:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 22:00:00,Aschermittwoch,Mittwoch
0,2021-02-17 23:00:00,Aschermittwoch,Mittwoch
0,2021-03-28 00:00:00,Palmsonntag,Sonntag
0,2021-03-28 01:00:00,Palmsonntag,Sonntag
0,2021-03-28 02:00:00,Palmsonntag,Sonntag
0,2021-03-28 03:00:00,Palmsonntag,Sonntag
0,2021-03-28 04:00:00,Palmsonntag,Sonntag
0,2021-03-28 05:00:00,Palmsonntag,Sonntag
0,2021-03-28 06:00:00,Palmsonntag,Sonntag
0,2021-03-28 07:00:00,Palmsonntag,Sonntag
0,2021-03-28 08:00:00,Palmsonntag,Sonntag
0,2021-03-28 09:00:00,Palmsonntag,Sonntag
0,2021-03-28 10:00:00,Palmsonntag,Sonntag
0,2021-03-28 11:00:00,Palmsonntag,Sonntag
0,2021-03-28 12:00:00,Palmsonntag,Sonntag
0,2021-03-28 13:00:00,Palmsonntag,Sonntag
0,2021-03-28 14:00:00,Palmsonntag,Sonntag
0,2021-03-28 15:00:00,Palmsonntag,Sonntag
0,2021-03-28 16:00:00,Palmsonntag,Sonntag
0,2021-03-28 17:00:00,Palmsonntag,Sonntag
0,2021-03-28 18:00:00,Palmsonntag,Sonntag
0,2021-03-28 19:00:00,Palmsonntag,Sonntag
0,2021-03-28 20:00:00,Palmsonntag,Sonntag
0,2021-03-28 21:00:00,Palmsonntag,Sonntag
0,2021-03-28 22:00:00,Palmsonntag,Sonntag
0,2021-03-28 23:00:00,Palmsonntag,Sonntag
0,2021-04-04 00:00:00,Ostern,Sonntag
0,2021-04-04 01:00:00,Ostern,Sonntag
0,2021-04-04 02:00:00,Ostern,Sonntag
0,2021-04-04 03:00:00,Ostern,Sonntag
0,2021-04-04 04:00:00,Ostern,Sonntag
0,2021-04-04 05:00:00,Ostern,Sonntag
0,2021-04-04 06:00:00,Ostern,Sonntag
0,2021-04-04 07:00:00,Ostern,Sonntag
0,2021-04-04 08:00:00,Ostern,Sonntag
0,2021-04-04 09:00:00,Ostern,Sonntag
0,2021-04-04 10:00:00,Ostern,Sonntag
0,2021-04-04 11:00:00,Ostern,Sonntag
0,2021-04-04 12:00:00,Ostern,Sonntag
0,2021-04-04 13:00:00,Ostern,Sonntag
0,2021-04-04 14:00:00,Ostern,Sonntag
0,2021-04-04 15:00:00,Ostern,Sonntag
0,2021-04-04 16:00:00,Ostern,Sonntag
0,2021-04-04 17:00:00,Ostern,Sonntag
0,2021-04-04 18:00:00,Ostern,Sonntag
0,2021-04-04 19:00:00,Ostern,Sonntag
0,2021-04-04 20:00:00,Ostern,Sonntag
0,2021-04-04 21:00:00,Ostern,Sonntag
0,2021-04-04 22:00:00,Ostern,Sonntag
0,2021-04-04 23:00:00,Ostern,Sonntag
0,2021-05-04 00:00:00,Ostermontag,Montag
0,2021-05-04 01:00:00,Ostermontag,Montag
0,2021-05-04 02:00:00,Ostermontag,Montag
0,2021-05-04 03:00:00,Ostermontag,Montag
0,2021-05-04 04:00:00,Ostermontag,Montag
0,2021-05-04 05:00:00,Ostermontag,Montag
0,2021-05-04 06:00:00,Ostermontag,Montag
0,2021-05-04 07:00:00,Ostermontag,Montag
0,2021-05-04 08:00:00,Ostermontag,Montag
0,2021-05-04 09:00:00,Ostermontag,Montag
0,2021-05-04 10:00:00,Ostermontag,Montag
0,2021-05-04 11:00:00,Ostermontag,Montag
0,2021-05-04 12:00:00,Ostermontag,Montag
0,2021-05-04 13:00:00,Ostermontag,Montag
0,2021-05-04 14:00:00,Ostermontag,Montag
0,2021-05-04 15:00:00,Ostermontag,Montag
0,2021-05-04 16:00:00,Ostermontag,Montag
0,2021-05-04 17:00:00,Ostermontag,Montag
0,2021-05-04 18:00:00,Ostermontag,Montag
0,2021-05-04 19:00:00,Ostermontag,Montag
0,2021-05-04 20:00:00,Ostermontag,Montag
0,2021-05-04 21:00:00,Ostermontag,Montag
0,2021-05-04 22:00:00,Ostermontag,Montag
0,2021-05-04 23:00:00,Ostermontag,Montag
0,2021-06-01 00:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 01:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 02:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 03:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 04:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 05:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 06:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 07:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 08:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 09:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 10:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 11:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 12:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 13:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 14:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 15:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 16:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 17:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 18:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 19:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 20:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 21:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 22:00:00,Heilige drei Koenige,Mittwoch
0,2021-06-01 23:00:00,Heilige drei Koenige,Mittwoch
