timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1501606800,Aug 01 2017 - 5:00pm,complete,2578,Sportfreunde Lotte,Paderborn,N/A,3,0.00,1.00,1.42,2.00,1,2,3,2,1,1,"32","27,90",10,8,3,0,4,0,0,3,0,4,15,18,9,12,6,6,14,15,51,49,0.00,0.00,5.00,50,100,50,50,50,50,100,50,100,16.00,1.00,2.57,3.35,2.92,0.00,0.00,0.00,0.00,0.00,0.00,FRIMO Stadion
1501606800,Aug 01 2017 - 5:00pm,complete,10019,Hallescher FC,Carl Zeiss Jena,N/A,3,1.00,0.00,1.63,0.84,0,2,2,1,0,1,"","36,59",1,5,3,1,2,0,0,4,0,2,8,11,3,4,5,7,12,17,46,54,0.00,0.00,4.50,50,50,50,50,50,50,100,50,50,7.00,3.00,1.83,3.59,4.85,0.00,0.00,0.00,0.00,0.00,0.00,ERDGAS Sportpark
1501606800,Aug 01 2017 - 5:00pm,complete,2101,Wehen Wiesbaden,Unterhaching,N/A,3,3.00,0.00,2.05,1.11,1,0,1,1,1,0,"17","",3,5,1,0,3,0,0,1,1,2,7,14,3,6,4,8,13,10,32,68,0.00,0.00,2.00,0,50,50,0,0,0,50,50,50,10.00,2.00,2.12,3.50,3.67,0.00,0.00,0.00,0.00,0.00,0.00,BRITA-Arena
1501693200,Aug 02 2017 - 5:00pm,complete,2500,Werder Bremen II,Karlsruher SC,N/A,3,3.00,0.00,1.00,1.32,2,0,2,1,1,0,"36,90","",6,8,1,0,2,0,1,0,1,1,16,11,10,3,6,8,6,10,53,47,0.00,0.00,4.00,50,100,100,50,50,50,50,50,100,8.00,6.00,3.12,3.29,2.46,0.00,0.00,0.00,0.00,0.00,0.00,Weserstadion Platz 11
1501693200,Aug 02 2017 - 5:00pm,complete,11110,Chemnitzer FC,Aalen,N/A,3,3.00,0.00,1.16,0.79,2,4,6,6,2,4,"21,40","4,13,18,45'1",4,3,3,0,2,0,1,2,2,0,15,12,4,6,11,6,15,11,60,40,0.00,0.00,1.00,0,0,0,0,0,0,50,0,50,8.00,3.00,2.15,3.40,3.69,0.00,0.00,0.00,0.00,0.00,0.00,community4you ARENA (Chemnitz)
1501693200,Aug 02 2017 - 5:00pm,complete,3423,Fortuna Köln,Osnabrück,N/A,3,3.00,1.00,1.63,0.63,3,0,3,1,1,0,"42,48,70","",2,5,2,0,1,0,0,2,0,1,11,9,6,5,5,4,15,19,47,53,0.00,0.00,2.50,50,50,50,50,0,50,50,50,100,4.00,4.00,2.08,3.42,3.88,0.00,0.00,0.00,0.00,0.00,0.00,Südstadion (Köln)
1501693200,Aug 02 2017 - 5:00pm,complete,5713,Würzburger Kickers,Preußen Münster,N/A,3,1.00,1.00,1.47,1.05,0,1,1,0,0,0,"","69",8,2,1,0,2,0,1,0,1,1,16,9,7,3,9,6,15,15,64,36,0.00,0.00,2.00,100,100,0,0,0,50,50,50,50,12.00,5.00,2.10,3.38,3.87,0.00,0.00,0.00,0.00,0.00,0.00,flyeralarm-Arena
1501693200,Aug 02 2017 - 5:00pm,complete,8389,Meppen,Magdeburg,N/A,3,1.00,0.00,1.79,1.95,1,2,3,2,1,1,"18","5,65",6,0,2,0,2,0,2,0,1,1,12,14,6,5,6,9,16,15,56,44,0.00,0.00,4.50,100,100,100,100,50,0,100,100,100,9.00,6.00,3.51,3.37,2.23,0.00,0.00,0.00,0.00,0.00,0.00,Hänsch-Arena
1501866000,Aug 04 2017 - 5:00pm,complete,6250,Zwickau,Rot-Weiß Erfurt,N/A,4,1.00,0.00,1.53,0.53,1,1,2,0,0,0,"90'1","49",7,3,2,0,6,0,0,2,3,3,9,6,4,4,5,2,22,12,58,42,0.00,0.00,2.50,50,100,50,0,0,100,100,0,0,8.00,10.00,1.79,3.54,5.25,0.00,0.00,0.00,0.00,0.00,0.00,Stadion Zwickau
1501934400,Aug 05 2017 - 12:00pm,complete,7017,Carl Zeiss Jena,Chemnitzer FC,N/A,4,0.00,0.00,1.89,0.47,1,1,2,0,0,0,"72","81",9,5,1,0,1,0,0,1,0,1,25,8,9,4,16,4,12,14,55,45,0.00,0.00,3.50,50,100,50,50,50,50,50,100,100,6.00,3.00,2.64,3.31,2.87,0.00,0.00,0.00,0.00,0.00,0.00,Ernst-Abbe-Sportfeld
