Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-05-31;59,1158;59,2413;57,7078;57,8962;;
2019-05-30;62,6459;62,8256;59,5384;59,8347;;
2019-05-29;62,2625;62,4328;61,0075;62,1997;;
2019-05-28;62,3928;63,054;62,1694;62,3749;;
2019-05-27;61,3056;62,6719;61,1895;62,5022;;
2019-05-24;61,2497;61,7949;60,1949;61,7771;;
2019-05-23;63,3001;63,3181;60,158;60,9839;;
2019-05-22;64,1482;64,5063;63,0114;63,3157;;
2019-05-21;64,6268;64,9494;64,1609;64,6985;;
2019-05-20;65,5413;65,5951;64,0996;64,5384;;
2019-05-17;65,0018;65,5478;64,2678;64,5184;;
2019-05-16;64,3488;65,4557;64,1168;64,8844;;
2019-05-15;63,4445;64,5802;62,9974;64,3566;;
2019-05-14;62,7472;63,8072;62,284;63,3975;;
2019-05-13;63,3081;64,5442;62,0009;62,1343;;
2019-05-10;63,1077;63,3037;62,5735;62,894;;
2019-05-09;62,1996;63,1019;62,1102;62,7446;;
2019-05-08;62,8281;63,1048;61,8729;62,6138;;
2019-05-07;63,4153;63,4958;62,0295;62,1815;;
2019-05-06;62,0948;64,1129;62,0948;63,9254;;
2019-05-03;63,2273;64,1237;62,6983;63,4424;;
2019-05-02;63,9493;64,0653;62,2369;62,8345;;
2019-04-30;64,3787;65,3058;64,1647;64,8779;;
2019-04-29;64,4484;65,0314;63,7489;64,5919;;
2019-04-26;66,5589;66,8283;64,0259;64,3762;;
2019-04-25;67,4368;67,9583;66,5288;66,7176;;
2019-04-24;66,0987;66,6875;66,0273;66,5091;;
2019-04-23;66,1805;66,4384;65,7803;66,2161;;
2019-04-18;63,5556;64,0356;63,2711;63,9467;;
2019-04-17;63,6669;63,9589;63,2333;63,3307;;
2019-04-16;62,7245;63,5117;62,5652;63,4498;;
2019-04-15;62,7243;63,1221;62,5564;62,9718;;
2019-04-12;62,7506;63,4838;62,627;63,1658;;
2019-04-11;63,4233;63,5032;62,6598;62,9972;;
2019-04-10;62,7804;63,6315;62,6651;63,4985;;
2019-04-09;62,9245;63,2704;62,3481;62,6585;;
2019-04-08;62,7957;63,3025;62,6089;63,1869;;
2019-04-05;61,6131;62,7348;61,3282;62,6903;;
2019-04-04;61,6009;62,4298;61,3869;61,6989;;
2019-04-03;62,0742;62,2343;61,1758;61,7362;;
2019-04-02;61,6786;62,0982;61,3393;62,0089;;
2019-04-01;60,7512;61,5789;60,68;61,4899;;
2019-03-29;60,5429;61,3084;60,4361;60,8634;;
2019-03-28;60,2157;60,6258;59,3065;60,599;;
2019-03-27;60,492;60,6962;59,6483;60,2167;;
2019-03-26;59,8441;60,4021;59,7378;60,1984;;
2019-03-25;59,0464;59,7174;58,7638;59,3907;;
2019-03-22;59,9009;59,9009;58,6268;58,7507;;
2019-03-21;59,928;60,3232;59,3308;59,4186;;
2019-03-20;59,6178;60,3488;59,1774;60,1286;;
2019-03-19;59,6672;60,037;59,1565;59,588;;
2019-03-18;59,3092;59,6528;58,8774;59,4414;;
2019-03-15;59,7188;59,9045;58,4719;59,2678;;
2019-03-14;60,2036;60,3099;59,3625;59,4688;;
2019-03-13;59,1878;59,931;59,1436;59,8868;;
2019-03-12;59,6186;59,7339;58,8736;59,2639;;
2019-03-11;59,1249;59,3739;58,7602;59,2138;;
2019-03-08;58,412;58,6705;57,0665;58,6437;;
2019-03-07;58,6638;59,4268;58,3533;58,6638;;
2019-03-06;57,9567;58,5405;57,7621;58,3016;;
2019-03-05;57,728;58,3988;57,419;57,9663;;
2019-03-04;57,6784;58,4987;57,3873;57,8901;;
2019-03-01;58,7016;58,7455;56,7425;57,0324;;
2019-02-28;57,8048;57,9713;57,5245;57,8399;;
2019-02-27;57,518;58,5895;57,3336;58,2558;;
2019-02-26;57,0196;57,7238;56,9844;57,4949;;
2019-02-25;58,8639;59,3131;56,8208;56,9089;;
2019-02-22;59,3377;59,7969;59,0905;59,1347;;
2019-02-21;59,1157;59,2655;58,7722;58,9484;;
2019-02-20;58,5787;59,3987;57,8646;59,0637;;
2019-02-19;58,8897;59,0048;58,0485;58,8985;;
2019-02-18;58,8012;58,9601;58,1833;58,7218;;
2019-02-15;57,611;58,9876;57,2114;58,881;;
2019-02-14;57,011;57,5169;56,23;57,3571;;
2019-02-13;55,701;56,5856;55,5595;56,3114;;
2019-02-12;54,7893;56,0464;54,6742;55,2762;;
2019-02-11;54,5672;55,1066;53,8598;54,3373;;
2019-02-08;54,0719;54,9533;54,0102;54,7153;;
2019-02-07;54,8524;55,4517;53,4685;54,3764;;
2019-02-06;54,1776;55,108;53,6072;54,9412;;
2019-02-05;54,6704;55,1869;54,0138;54,4778;;
2019-02-04;55,0896;55,5963;53,6129;54,7925;;
2019-02-01;52,8812;54,8862;52,8114;54,7903;;
2019-01-31;54,0477;54,0651;53,7779;53,891;;
2019-01-30;53,513;54,8342;53,4167;54,7117;;
2019-01-29;52,4777;54,0361;52,3113;53,5545;;
2019-01-28;52,9778;53,2493;52,1019;52,5749;;
2019-01-25;54,2658;54,5126;53,5167;54,2129;;
2019-01-24;53,5843;54,2016;53,2493;53,8841;;
2019-01-23;54,2359;54,8078;53,0571;53,5849;;
2019-01-22;54,8265;54,9234;53,3556;54,1571;;
2019-01-21;55,1223;55,5888;54,8143;55,2984;;
2019-01-18;54,2449;55,2359;53,8239;54,964;;
2019-01-17;53,4661;54,0014;52,6676;53,6767;;
2019-01-16;53,3848;53,9556;52,6736;53,8765;;
2019-01-15;52,1884;53,2388;51,777;53,055;;
2019-01-14;52,2281;52,7688;51,3648;51,5479;;
2019-01-11;53,8108;54,1576;52,0766;52,4408;;
2019-01-10;52,5011;53,6454;52,3624;53,3507;;
2019-01-09;51,8638;53,8018;51,5583;53,5749;;
2019-01-08;50,201;51,4598;50,1486;51,285;;
2019-01-07;50,7907;51,4985;50,0131;50,3189;;
2019-01-04;49,6185;51,1444;49,6098;50,285;;
2019-01-03;47,7617;49,5858;47,7088;49,2598;;
2019-01-02;46,7228;49,592;46,0648;48,311;;
2018-12-31;47,5459;47,8777;46,9345;47,7118;;
2018-12-28;46,4816;46,726;45,1021;45,5823;;
2018-12-27;47,2796;47,3939;45,6711;46,6907;;
2018-12-21;48,055;48,2215;46,2415;46,8723;;
2018-12-20;48,6246;49,1573;47,664;48,0045;;
2018-12-19;49,6449;50,9338;49,1363;49,7063;;
2018-12-18;51,4107;51,903;49,1078;49,3452;;
2018-12-17;53,2052;53,9635;51,7238;51,8561;;
2018-12-14;54,0806;54,5148;53,1148;53,3097;;
2018-12-13;52,9417;54,5247;52,2294;54,2433;;
2018-12-12;53,4726;54,1689;52,8644;53,0055;;
2018-12-11;52,6936;53,6866;52,3332;52,9572;;
2018-12-10;53,8031;53,8818;52,1488;52,3501;;
2018-12-07;52,9681;55,9581;52,0007;54,1377;;
2018-12-06;53,9512;53,9512;51,4756;53,0526;;
2018-12-05;53,7256;55,7513;53,6287;54,3069;;
2018-12-04;54,7287;55,7455;53,9574;53,9925;;
2018-12-03;54,5888;55,0035;53,5034;54,6594;;
2018-11-30;52,5574;52,6543;51,2545;51,6243;;
2018-11-29;51,3305;53,0254;50,505;52,2174;;
2018-11-28;53,7319;53,8454;51,8876;52,1624;;
2018-11-27;53,0356;54,2057;51,9871;53,4814;;
2018-11-26;52,7849;53,8042;52,4124;53,3458;;
2018-11-23;54,4714;54,8433;51,4682;52,0998;;
2018-11-22;55,1055;55,9765;54,7888;54,8414;;
2018-11-21;55,6305;56,517;54,9535;55,5185;;
2018-11-20;58,1476;58,4557;54,0496;54,6039;;
2018-11-19;58,8452;59,0245;57,1598;58,2916;;
2018-11-16;59,6035;60,2737;58,3136;58,9594;;
2018-11-15;58,6323;59,6226;58,1577;59,068;;
2018-11-14;57,9765;59,8499;57,7666;58,8114;;
2018-11-13;61,7261;61,7993;57,8381;57,8604;;
2018-11-12;63,6919;63,7987;62,3009;62,493;;
2018-11-09;61,3705;62,0657;61,0165;61,9115;;
2018-11-08;63,3335;63,9911;61,7932;62,194;;
2018-11-07;62,5417;64,0182;62,1027;62,789;;
2018-11-06;63,6649;64,1032;62,3002;63,0611;;
2018-11-05;63,8183;65,1876;63,5504;64,5885;;
2018-11-02;63,7517;64,2067;63,4179;63,7869;;
2018-11-01;65,4196;65,808;63,709;63,8515;;
2018-10-31;67,8053;67,9623;66,5776;66,6473;;
2018-10-30;67,7336;67,9896;66,0454;66,8941;;
2018-10-29;67,5541;68,369;67,4723;67,7379;;
2018-10-26;67,1245;68,6375;66,7634;68,5633;;
2018-10-25;66,3855;67,3758;66,1377;67,3281;;
2018-10-24;67,0565;68,0985;65,9889;67,3203;;
2018-10-23;69,2308;69,2446;66,0851;66,4417;;
2018-10-22;69,8667;69,951;68,7708;69,553;;
2018-10-19;69,6534;70,4919;69,3184;69,4033;;
2018-10-18;69,4389;69,5654;68,3847;68,9456;;
2018-10-17;70,7578;71,0078;68,6607;69,3737;;
2018-10-16;69,5338;70,5713;68,8693;70,4656;;
2018-10-15;70,0429;70,3552;68,9444;69,6296;;
2018-10-12;70,2758;70,4027;68,4562;69,1807;;
2018-10-11;70,9371;71,2148;69,5476;69,5932;;
2018-10-10;73,8454;74,0284;72,155;72,446;;
2018-10-09;73,8959;74,7136;73,3174;74,3904;;
2018-10-08;72,4733;73,1647;71,9881;72,9591;;
2018-10-05;73,7811;73,9491;73,0571;73,3963;;
2018-10-04;74,9534;75,1493;73,1489;73,4186;;
2018-10-03;73,5666;75,1121;72,7461;74,4622;;
2018-10-02;73,7189;73,9669;73,0457;73,2942;;
2018-10-01;71,384;73,0425;71,1137;72,925;;
2018-09-28;70,6253;71,615;70,5364;71,3911;;
2018-09-27;70,2768;70,4231;69,4511;69,7723;;
2018-09-26;69,8678;70,0488;69,0922;69,2116;;
2018-09-25;69,23;70,0656;69,1528;69,3869;;
2018-09-24;68,3082;68,744;68,1666;68,3026;;
2018-09-21;67,0472;68,0909;66,5263;66,9493;;
2018-09-20;67,6945;67,8097;66,6827;66,7981;;
2018-09-19;67,9124;68,1104;67,2603;68,0474;;
2018-09-18;66,3138;68,1259;66,2497;67,413;;
2018-09-17;67,1463;67,6125;66,5835;66,7257;;
2018-09-14;66,9857;67,5092;66,171;66,8292;;
2018-09-13;68,2927;68,4937;67,0097;67,3765;;
2018-09-12;68,423;69,1375;67,9524;68,8236;;
2018-09-11;67,1659;68,5159;67,011;68,3984;;
2018-09-10;66,9499;67,3432;66,4329;66,8743;;
2018-09-07;65,8562;66,3709;65,3002;66,3094;;
2018-09-06;66,4204;66,865;64,9884;65,8767;;
2018-09-05;66,9823;67,2198;66,4511;66,7255;;
2018-09-04;67,6522;68,968;67,3257;67,768;;
2018-09-03;67,0946;67,5742;67,0246;67,2198;;
2018-08-31;66,5292;66,7789;66,0802;66,4594;;
2018-08-30;66,1672;66,7789;66,0479;66,479;;
2018-08-29;64,9437;66,3923;64,8735;66,3535;;
2018-08-28;65,1682;65,7207;64,6486;64,8982;;
2018-08-27;65,0438;65,6378;64,7965;65,6021;;
2018-08-24;64,833;65,9318;64,8115;65,2397;;
2018-08-23;64,3807;64,6428;64,0648;64,5832;;
2018-08-22;62,8691;64,5908;62,7962;64,3041;;
2018-08-21;62,6992;63,424;62,6363;63,1341;;
2018-08-20;62,9342;63,7135;62,8208;63,1935;;
2018-08-17;62,7571;63,6513;62,671;62,9747;;
2018-08-16;62,4697;62,8731;62,0564;62,6603;;
2018-08-15;63,8586;63,9326;62,0912;62,6659;;
2018-08-14;63,9938;64,8265;63,3381;63,6675;;
2018-08-13;63,6114;64,12;62,2766;63,4224;;
2018-08-10;62,5281;63,8659;62,2998;63,6738;;
2018-08-09;62,2546;62,8786;61,975;62,0658;;
2018-08-08;64,3439;64,5829;61,8386;62,3081;;
2018-08-07;63,9415;64,5647;63,8062;64,2731;;
2018-08-06;63,5971;64,5031;63,5402;63,816;;
2018-08-03;63,3888;63,6483;62,5194;63,2852;;
2018-08-02;62,6979;63,4809;61,8159;63,1537;;
2018-08-01;63,2769;63,2809;61,8229;62,03;;
2018-07-31;63,6102;64,0125;63,1456;63,2255;;
2018-07-30;63,6995;64,433;63,575;64,0359;;
2018-07-27;64,0465;64,3977;63,5068;63,7408;;
2018-07-26;63,4903;63,8593;62,9359;63,703;;
2018-07-25;63,3761;63,5747;62,4871;63,1951;;
2018-07-24;62,4182;63,2342;62,1334;62,7883;;
2018-07-23;62,2673;63,513;61,8847;62,2914;;
2018-07-20;62,3889;62,9633;61,9607;62,6859;;
2018-07-19;62,7841;63,6714;61,9934;62,4235;;
2018-07-18;61,7197;63,1098;61,3152;62,8889;;
2018-07-17;61,1312;62,0636;61,1022;61,4449;;
2018-07-16;63,8311;64,313;61,0206;61,3431;;
2018-07-13;63,6849;65,2197;62,8656;64,4076;;
2018-07-12;63,7497;64,3979;62,5251;63,6938;;
2018-07-11;66,6867;66,7461;63,3453;63,4268;;
2018-07-10;67,0943;67,8963;66,9517;67,3804;;
2018-07-09;65,8065;66,4167;65,6423;66,3786;;
2018-07-06;65,893;66,0064;65,1115;65,7707;;
2018-07-05;66,6154;66,9967;66,0177;66,2984;;
2018-07-04;67,0033;67,2559;66,6421;67,1465;;
2018-07-03;66,7335;67,2818;65,7274;66,5276;;
2018-07-02;67,4823;67,8243;66,2789;66,3713;;
2018-06-29;66,7282;68,3611;66,6083;68,0866;;
2018-06-28;66,8003;67,6718;66,7164;66,9782;;
2018-06-27;66,0748;67,293;65,6806;66,4908;;
2018-06-26;64,1446;65,6438;63,4792;65,3798;;
2018-06-25;63,7311;64,1635;63,0725;63,9968;;
2018-06-22;63,4867;64,5747;63,2537;64,507;;
2018-06-21;64,149;64,3256;63,1794;63,283;;
2018-06-20;65,1559;65,5292;63,976;64,2309;;
2018-06-19;64,6763;65,4927;64,5304;65,1353;;
2018-06-18;62,9226;64,9905;62,8015;64,8276;;
2018-06-15;65,3973;65,3998;63,0236;63,115;;
2018-06-14;65,11;65,5721;64,5644;64,7488;;
2018-06-13;64,0395;65,3567;63,9539;65,1371;;
2018-06-12;65,1457;65,4007;64,1697;64,2643;;
2018-06-11;64,4827;65,1524;64,0754;64,7631;;
2018-06-08;65,3614;65,5801;64,7819;65,0049;;
2018-06-07;64,0382;65,3845;63,7846;65,2833;;
2018-06-06;64,5873;64,7089;63,3248;64,4522;;
2018-06-05;64,6791;64,8899;63,2051;64,4305;;
2018-06-04;65,4004;65,588;64,0481;64,1695;;
2018-06-01;66,6037;66,8211;65,3999;65,6108;;
2018-05-31;65,9825;67,2603;65,8124;66,2362;;
2018-05-30;64,7536;66,8405;64,6134;66,7937;;
2018-05-29;65,2651;65,9261;64,4589;65,1948;;
2018-05-28;64,8331;64,9711;64,3081;64,6413;;
2018-05-25;67,1756;67,2471;65,0857;65,1364;;
2018-05-24;67,7082;67,8487;66,9711;67,1178;;
2018-05-23;67,5075;68,1906;66,8029;68,0422;;
2018-05-22;67,5284;68,2443;67,0991;67,3205;;
2018-05-21;67,1231;67,6295;66,3919;67,5321;;
2018-05-18;67,4496;67,7732;66,4641;66,719;;
2018-05-17;67,2644;68,2001;67,013;67,2217;;
2018-05-16;66,345;67,3334;65,8689;67,2783;;
2018-05-15;65,8057;66,8494;65,5209;65,8135;;
2018-05-14;63,9964;65,4348;63,8316;65,371;;
2018-05-11;64,7578;65,0024;64,4584;64,4986;;
2018-05-10;65,4401;65,5875;64,4115;65,1596;;
2018-05-09;64,5443;65,1585;64,4147;64,987;;
2018-05-08;63,6611;64,1783;61,6238;63,7283;;
2018-05-07;63,4424;64,1238;63,0451;63,2879;;
2018-05-04;61,4335;62,7189;61,1713;62,5901;;
2018-05-03;61,1495;61,7733;60,4349;61,4888;;
2018-05-02;61,1346;61,3117;60,2731;60,8732;;
2018-04-30;61,3657;62,4427;60,7711;62,2562;;
2018-04-27;61,6495;62,1492;61,608;61,6937;;
2018-04-26;61,11;61,6216;60,8885;61,4552;;
2018-04-25;60,6452;60,8963;60,0649;60,6698;;
2018-04-24;61,4802;61,8028;60,3417;60,5325;;
2018-04-23;60,4332;61,372;59,746;61,3165;;
2018-04-20;59,9152;60,2606;59,1819;59,907;;
2018-04-19;59,6457;60,3654;59,339;59,5086;;
2018-04-18;58,2465;59,6617;58,083;59,6098;;
2018-04-17;58,0257;58,1932;57,3036;57,8958;;
2018-04-16;57,7641;58,4023;57,4813;57,8312;;
2018-04-13;58,3117;59,1595;58,1209;58,8262;;
2018-04-12;58,2637;58,682;57,6839;58,2589;;
2018-04-11;57,0772;58,9432;56,9977;58,1095;;
2018-04-10;56,3064;57,7117;56,1188;57,5788;;
2018-04-09;54,7592;55,9191;54,6542;55,7129;;
2018-04-06;55,4586;56,1005;54,6308;54,7858;;
2018-04-05;55,7171;56,2075;55,2219;55,7993;;
2018-04-04;55,2756;55,6198;54,3259;55,5964;;
2018-04-03;55,3575;55,5503;54,9105;55,3545;;
2018-03-29;56,6299;57,1494;56,0667;56,9715;;
2018-03-28;56,27;56,6304;55,465;56,3175;;
2018-03-27;56,7022;57,3928;56,153;56,2701;;
2018-03-26;56,5308;56,8943;56,1348;56,462;;
2018-03-23;56,135;57,166;55,7795;56,9117;;
2018-03-22;56,261;56,4022;55,6629;55,9081;;
2018-03-21;54,9807;56,8878;54,9101;56,7671;;
2018-03-20;54,1997;55,2837;54,0681;55,0246;;
2018-03-19;53,5401;53,9015;53,3536;53,7118;;
2018-03-16;52,9642;54,0045;52,7343;53,7535;;
2018-03-15;52,5607;52,9806;52,323;52,7191;;
2018-03-14;52,2262;52,7286;51,7752;52,3945;;
2018-03-13;52,3917;53,0358;51,7339;52,2933;;
2018-03-12;53,1302;53,2423;52,1728;52,8372;;
2018-03-09;51,9267;53,4088;51,8208;53,3166;;
2018-03-08;51,8278;51,949;51,0645;51,4532;;
2018-03-07;52,5294;52,9639;51,3912;52,0003;;
2018-03-06;52,945;53,3052;52,5863;52,9824;;
2018-03-05;52,4865;53,5459;52,09;53,2715;;
2018-03-02;51,8599;52,4761;51,324;52,423;;
2018-03-01;53,3835;53,3961;51,9028;52,8108;;
2018-02-28;54,3806;54,7522;53,5687;53,802;;
2018-02-27;54,7673;54,9116;53,9716;54,0566;;
2018-02-26;54,6282;55,1105;54,1577;54,8542;;
2018-02-23;53,854;54,7803;53,4777;54,6918;;
2018-02-22;52,8037;54,2422;52,7486;53,9686;;
2018-02-21;52,7495;53,2176;52,6543;52,7117;;
2018-02-20;53,0564;53,338;52,4769;52,7554;;
2018-02-19;52,5325;53,1038;52,3603;52,8776;;
2018-02-16;51,8202;52,3162;51,4796;52,0438;;
2018-02-15;51,9308;51,9308;50,5109;51,2633;;
2018-02-14;50,7231;52,3136;50,1593;52,0786;;
2018-02-13;51,1022;51,1606;50,0919;50,9172;;
2018-02-12;51,7435;52,4805;51,0086;51,1003;;
2018-02-09;52,4768;52,6719;50,3126;51,1033;;
2018-02-08;53,3474;53,503;52,3114;52,3729;;
2018-02-07;54,4681;54,8676;53,1858;53,2344;;
2018-02-06;54,5915;54,7956;53,9403;54,2753;;
2018-02-05;54,8219;55,0345;54,0073;54,1698;;
2018-02-02;55,9647;56,0399;54,4013;54,7121;;
2018-02-01;55,2621;56,1738;55,203;56,0211;;
2018-01-31;55,1857;55,536;54,9196;55,3935;;
2018-01-30;55,5855;55,8699;55,0434;55,4195;;
2018-01-29;56,8885;56,9136;55,8245;56,0216;;
2018-01-26;56,4581;56,9518;56,3042;56,5707;;
2018-01-25;57,2585;57,4389;56,3906;56,501;;
2018-01-24;56,4159;57,4474;56,2922;57,3416;;
2018-01-23;56,5914;57,335;56,4058;57,2656;;
2018-01-22;56,2273;56,7827;55,8649;56,542;;
2018-01-19;55,9991;56,3836;55,6929;56,1031;;
2018-01-18;56,6915;56,8175;56,2124;56,5494;;
2018-01-17;56,6706;57,0038;56,1462;56,7551;;
2018-01-16;57,2159;57,2618;56,3191;56,6187;;
2018-01-15;56,8809;57,3033;56,6306;57,2426;;
2018-01-12;56,8499;57,6244;56,6068;57,4831;;
2018-01-11;57,4795;58,2705;57,4501;57,5624;;
2018-01-10;57,6139;57,8696;57,3342;57,6221;;
2018-01-09;57,1685;57,9103;56,7025;57,6408;;
2018-01-08;56,5043;56,8066;56,3232;56,7042;;
2018-01-05;56,287;56,3927;55,8335;56,2907;;
2018-01-04;56,5068;56,5068;56,0308;56,3073;;
2018-01-03;55,3057;56,5058;55,2099;56,451;;
2018-01-02;55,5045;55,6186;54,8828;55,1517;;
2017-12-29;55,4714;55,8602;55,1928;55,5673;;
2017-12-28;55,8111;55,9831;55,4724;55,7371;;
2017-12-27;56,1871;56,2427;55,497;55,8319;;
2017-12-22;54,6488;55,0784;54,2938;54,8303;;
2017-12-21;54,3397;54,7729;54,124;54,6208;;
2017-12-20;54,0099;54,5589;53,7273;54,5336;;
2017-12-19;53,7393;54,0084;53,6329;53,9303;;
2017-12-18;53,9685;54,196;53,4092;53,7277;;
2017-12-15;53,7234;53,9604;53,4295;53,5291;;
2017-12-14;53,0796;53,5575;52,3401;53,5331;;
2017-12-13;54,5224;54,8117;53,1124;53,30;;
2017-12-12;55,5137;55,982;53,5983;54,0199;;
2017-12-11;53,7128;55,0547;53,3964;54,8461;;
2017-12-08;53,0665;54,1968;52,9887;53,9658;;
2017-12-07;52,0129;52,8297;51,9747;52,7155;;
2017-12-06;53,1359;53,2685;51,7014;51,8396;;
2017-12-05;52,5141;53,3144;52,4505;53,1026;;
2017-12-04;53,3708;53,566;52,4955;52,5917;;
2017-12-01;53,0761;54,1278;52,8913;53,534;;
2017-11-30;53,4957;54,2027;53,3513;53,6026;;
2017-11-29;53,5114;54,1351;52,8222;53,5317;;
2017-11-28;53,6451;53,7847;53,0527;53,4028;;
2017-11-27;53,3067;53,5351;52,7959;53,389;;
2017-11-24;53,406;53,8332;53,2715;53,6432;;
2017-11-23;53,1599;53,6797;53,0635;53,5339;;
2017-11-22;53,8654;53,9788;53,2849;53,8552;;
2017-11-21;53,2419;53,6301;52,9563;53,4235;;
2017-11-20;53,0036;53,2159;52,1746;52,7727;;
2017-11-17;52,034;53,3446;51,9492;53,1294;;
2017-11-16;52,7858;52,8238;52,0263;52,1407;;
2017-11-15;52,0133;52,5058;51,8019;52,219;;
2017-11-14;53,5166;53,7804;52,2363;52,6576;;
2017-11-13;54,4438;54,6532;53,6909;54,1366;;
2017-11-10;54,7059;55,153;54,332;54,5777;;
2017-11-09;54,6577;55,2229;54,3799;54,8628;;
2017-11-08;54,6923;55,7408;54,3444;54,7552;;
2017-11-07;55,5987;55,9024;54,9441;55,1396;;
2017-11-06;54,0613;55,604;53,6738;55,4431;;
2017-11-03;52,2279;53,4049;51,9644;53,3123;;
2017-11-02;51,9998;52,262;51,5363;52,1745;;
2017-11-01;52,7682;53,161;51,643;52,0485;;
2017-10-31;52,1671;52,7664;51,9789;52,6932;;
2017-10-30;52,2911;52,535;51,7745;52,3779;;
2017-10-27;51,1451;52,1623;50,6788;52,0807;;
2017-10-26;49,6684;50,5524;49,3848;50,538;;
2017-10-25;49,5174;49,8553;49,0816;49,6034;;
2017-10-24;48,8768;49,646;48,4704;49,6307;;
2017-10-23;49,2437;49,445;48,7721;48,8785;;
2017-10-20;48,3211;48,9836;47,8716;48,9557;;
2017-10-19;49,0689;49,1333;48,1793;48,355;;
2017-10-18;49,5498;49,8352;49,1436;49,4893;;
2017-10-17;49,0924;49,6114;48,594;49,4191;;
2017-10-16;48,9943;49,5523;48,7204;49,0019;;
2017-10-13;48,3984;48,7621;47,9555;48,1367;;
2017-10-12;47,7017;47,9481;47,1066;47,4815;;
2017-10-11;47,8511;48,2583;47,4208;48,0355;;
2017-10-10;47,349;48,2605;47,3093;47,9608;;
2017-10-09;47,4219;47,6574;46,8892;47,3444;;
2017-10-06;48,5861;48,9257;47,077;47,4982;;
2017-10-05;47,5949;48,7295;47,5495;48,545;;
2017-10-04;47,2995;47,6774;46,9715;47,278;;
2017-10-02;48,1746;48,3047;47,2425;47,7292;;
2017-09-29;48,6049;48,9586;48,3777;48,7016;;
2017-09-28;48,8539;49,78;48,2772;48,9085;;
2017-09-27;49,9208;49,9476;48,9959;49,1169;;
2017-09-26;49,7696;49,9549;49,0003;49,578;;
2017-09-25;47,8261;49,7799;47,7602;49,7228;;
2017-09-22;47,2787;47,5769;46,9877;47,4403;;
2017-09-21;47,123;47,4627;46,8246;47,3532;;
2017-09-20;46,1853;47,0405;45,9898;46,8619;;
2017-09-19;46,4282;46,6863;45,8266;46,0882;;
2017-09-18;46,7559;46,8216;45,8536;46,4455;;
2017-09-15;46,1587;46,7051;45,8433;46,4148;;
2017-09-14;46,2678;47,0929;46,2503;46,4523;;
2017-09-13;45,1551;46,095;45,0879;46,0584;;
2017-09-12;45,0509;45,6066;44,7716;45,5399;;
2017-09-11;45,0698;45,0698;44,2057;44,8157;;
2017-09-08;45,4051;45,4979;44,4119;44,4803;;
2017-09-07;45,1276;45,6733;45,0087;45,5276;;
2017-09-06;44,7917;45,5109;44,748;45,4451;;
2017-09-05;43,8774;45,1325;43,8514;44,6906;;
2017-09-04;43,9914;44,3577;43,6444;43,858;;
2017-09-01;44,1576;44,4193;43,7992;44,2604;;
2017-08-31;42,8821;44,344;42,7188;44,2088;;
2017-08-30;43,5955;43,6741;42,5298;42,5533;;
2017-08-29;43,0395;43,2375;42,6364;43,0847;;
2017-08-28;44,0113;44,2538;43,194;43,5925;;
2017-08-25;44,437;44,6197;43,9503;44,2847;;
2017-08-24;44,4908;44,6215;43,7006;44,2359;;
2017-08-23;43,8131;44,6039;43,5889;44,5528;;
2017-08-22;44,1098;44,4036;43,6309;44,0934;;
2017-08-21;44,7322;44,8976;43,6267;43,893;;
2017-08-18;43,5576;45,1355;43,24;45,0224;;
2017-08-17;43,0862;43,709;42,7356;43,5237;;
2017-08-16;43,6334;43,8141;42,8093;42,9553;;
2017-08-15;43,2681;43,4143;42,5911;43,2779;;
2017-08-14;43,987;44,3764;42,851;42,9296;;
2017-08-11;43,8733;44,1102;43,5878;43,8598;;
2017-08-10;45,1758;45,7227;44,0281;44,0892;;
2017-08-09;44,2558;44,9856;44,201;44,9425;;
2017-08-08;44,2323;44,6307;43,8374;44,0063;;
2017-08-07;44,1648;44,4074;43,5474;44,2734;;
2017-08-04;43,67;44,279;43,3133;44,0704;;
2017-08-03;43,9098;44,5752;43,6359;43,8134;;
2017-08-02;43,4799;44,3095;43,2818;44,183;;
2017-08-01;44,7167;44,8373;43,0529;43,8782;;
2017-07-31;45,0575;45,0767;44,489;44,8656;;
2017-07-28;43,8985;44,9286;43,8148;44,7978;;
2017-07-27;43,5502;44,1809;43,165;44,1148;;
2017-07-26;43,5052;43,8396;43,0027;43,7606;;
2017-07-25;41,7685;42,9891;41,6438;42,9332;;
2017-07-24;41,1944;41,8589;40,9175;41,7735;;
2017-07-21;42,4207;42,6718;41,062;41,1999;;
2017-07-20;43,2136;43,6908;42,7909;42,8563;;
2017-07-19;42,1686;43,1833;42,11;43,0408;;
2017-07-18;41,8378;42,7706;41,7469;42,305;;
2017-07-17;42,7279;42,9732;42,1805;42,2026;;
2017-07-14;42,4767;42,9873;42,1691;42,9405;;
2017-07-13;41,7684;42,5057;41,2996;42,4337;;
2017-07-12;42,1083;42,4952;41,3508;41,6181;;
2017-07-11;41,3499;41,9145;40,5855;41,6959;;
2017-07-10;41,0721;41,6096;40,4776;41,1799;;
2017-07-07;41,6773;41,7316;40,5703;40,9836;;
2017-07-06;42,4474;43,1859;41,9741;42,0177;;
2017-07-05;43,7633;43,9603;41,9951;42,0971;;
2017-07-04;43,5887;43,9776;43,4503;43,7838;;
2017-07-03;42,994;43,747;42,6781;43,5862;;
2017-06-30;41,6776;42,1795;41,5962;41,9652;;
