Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-02-19;66,51;66,64;65,56;66,52;;
2019-02-18;66,61;66,79;65,91;66,52;;
2019-02-15;64,87;66,42;64,42;66,30;;
2019-02-14;64,24;64,81;63,36;64,63;;
2019-02-13;62,97;63,97;62,81;63,66;;
2019-02-12;61,89;63,31;61,76;62,44;;
2019-02-11;61,71;62,32;60,91;61,45;;
2019-02-08;61,35;62,35;61,28;62,08;;
2019-02-07;62,23;62,91;60,66;61,69;;
2019-02-06;61,73;62,79;61,08;62,60;;
2019-02-05;62,45;63,04;61,70;62,23;;
2019-02-04;63,05;63,63;61,36;62,71;;
2019-02-01;60,66;62,96;60,58;62,85;;
2019-01-31;62,09;62,11;61,78;61,91;;
2019-01-30;61,16;62,67;61,05;62,53;;
2019-01-29;59,94;61,72;59,75;61,17;;
2019-01-28;60,49;60,80;59,49;60,03;;
2019-01-25;61,57;61,85;60,72;61,51;;
2019-01-24;60,77;61,47;60,39;61,11;;
2019-01-23;61,65;62,30;60,31;60,91;;
2019-01-22;62,25;62,36;60,58;61,49;;
2019-01-21;62,63;63,16;62,28;62,83;;
2019-01-18;61,85;62,98;61,37;62,67;;
2019-01-17;60,93;61,54;60,02;61,17;;
2019-01-16;60,80;61,45;59,99;61,36;;
2019-01-15;59,62;60,82;59,15;60,61;;
2019-01-14;59,89;60,51;58,90;59,11;;
2019-01-11;62,06;62,46;60,06;60,48;;
2019-01-10;60,56;61,88;60,40;61,54;;
2019-01-09;59,41;61,63;59,06;61,37;;
2019-01-08;57,43;58,87;57,37;58,67;;
2019-01-07;58,13;58,94;57,24;57,59;;
2019-01-04;56,58;58,32;56,57;57,34;;
2019-01-03;54,20;56,27;54,14;55,90;;
2019-01-02;53,25;56,52;52,50;55,06;;
2018-12-31;54,44;54,82;53,74;54,63;;
2018-12-28;53,24;53,52;51,66;52,21;;
2018-12-27;53,79;53,92;51,96;53,12;;
2018-12-21;54,85;55,04;52,78;53,50;;
2018-12-20;55,68;56,29;54,58;54,97;;
2018-12-19;56,62;58,09;56,04;56,69;;
2018-12-18;58,49;59,05;55,87;56,14;;
2018-12-17;60,34;61,20;58,66;58,81;;
2018-12-14;61,03;61,52;59,94;60,16;;
2018-12-13;60,20;62,00;59,39;61,68;;
2018-12-12;60,67;61,46;59,98;60,14;;
2018-12-11;59,96;61,09;59,55;60,26;;
2018-12-10;61,47;61,56;59,58;59,81;;
2018-12-07;60,23;63,63;59,13;61,56;;
2018-12-06;61,24;61,24;58,43;60,22;;
2018-12-05;61,00;63,30;60,89;61,66;;
2018-12-04;62,44;63,60;61,56;61,60;;
2018-12-03;61,86;62,33;60,63;61,94;;
2018-11-30;59,70;59,81;58,22;58,64;;
2018-11-29;58,45;60,38;57,51;59,46;;
2018-11-28;60,6311;60,7591;58,55;58,86;;
2018-11-27;60,0787;61,4042;58,891;60,5837;;
2018-11-26;59,9795;61,1377;59,5562;60,6168;;
2018-11-23;61,8359;62,2581;58,4267;59,1437;;
2018-11-22;62,8368;63,83;62,4757;62,5357;;
2018-11-21;63,4688;64,4803;62,6964;63,341;;
2018-11-20;66,4104;66,7622;61,73;62,3631;;
2018-11-19;67,2424;67,4473;65,3165;66,6098;;
2018-11-16;67,6261;68,3865;66,1626;66,8953;;
2018-11-15;66,2838;67,4033;65,7473;66,7764;;
2018-11-14;65,4903;67,6065;65,2531;66,4334;;
2018-11-13;69,5098;69,5922;65,1315;65,1566;;
2018-11-12;71,7489;71,8692;70,182;70,3984;;
2018-11-09;69,631;70,4197;69,2293;70,2448;;
2018-11-08;72,3522;73,1034;70,5925;71,0504;;
2018-11-07;71,8417;73,5377;71,3374;72,1257;;
2018-11-06;72,7563;73,2571;71,1967;72,0662;;
2018-11-05;72,5614;74,1183;72,2568;73,4371;;
2018-11-02;72,7853;73,3048;72,4042;72,8255;;
2018-11-01;74,5325;74,975;72,5837;72,746;;
2018-10-31;76,742;76,9197;75,3525;75,4314;;
2018-10-30;77,0266;77,3178;75,1068;76,072;;
2018-10-29;76,8833;77,8108;76,7902;77,0925;;
2018-10-26;76,1528;77,8692;75,7431;77,7851;;
2018-10-25;75,7857;76,9162;75,5028;76,8618;;
2018-10-24;76,3706;77,5574;75,1548;76,6711;;
2018-10-23;79,4631;79,479;75,8525;76,2618;;
2018-10-22;80,3048;80,4017;79,0452;79,9442;;
2018-10-19;79,8924;80,8542;79,5082;79,6056;;
2018-10-18;79,8895;80,035;78,6766;79,3219;;
2018-10-17;81,5838;81,872;79,1658;79,9879;;
2018-10-16;80,5688;81,771;79,7988;81,6485;;
2018-10-15;81,1167;81,4784;79,8445;80,638;;
2018-10-12;81,3372;81,4841;79,2312;80,0697;;
2018-10-11;82,1097;82,4311;80,5014;80,5541;;
2018-10-10;84,9222;85,1327;82,9783;83,3129;;
2018-10-09;84,50;85,435;83,8385;85,0654;;
2018-10-08;83,1849;83,9784;82,6279;83,7424;;
2018-10-05;84,8925;85,0858;84,0595;84,4498;;
2018-10-04;86,2114;86,4367;84,1359;84,4461;;
2018-10-03;84,9547;86,7394;84,0072;85,9889;;
2018-10-02;85,0937;85,38;84,3167;84,6035;;
2018-10-01;82,8483;84,7731;82,5346;84,6367;;
2018-09-28;81,7559;82,9015;81,6529;82,6423;;
2018-09-27;82,273;82,4443;81,3064;81,6824;;
2018-09-26;82,0038;82,2163;81,0935;81,2337;;
2018-09-25;81,5322;82,5163;81,4413;81,717;;
2018-09-24;80,4192;80,9323;80,2525;80,4126;;
2018-09-21;78,8408;80,0681;78,2283;78,7257;;
2018-09-20;79,6697;79,8052;78,4789;78,6147;;
2018-09-19;79,2334;79,4644;78,4726;79,3909;;
2018-09-18;77,5672;79,6869;77,4923;78,853;;
2018-09-17;78,3665;78,9106;77,7096;77,8756;;
2018-09-14;78,2996;78,9115;77,3473;78,1166;;
2018-09-13;79,3561;79,5897;77,8653;78,2915;;
2018-09-12;79,2681;80,0958;78,7228;79,7321;;
2018-09-11;77,7378;79,3003;77,5585;79,1643;;
2018-09-10;77,4677;77,9228;76,8695;77,3803;;
2018-09-07;76,492;77,0898;75,8462;77,0184;;
2018-09-06;77,2735;77,7907;75,6075;76,6409;;
2018-09-05;77,5789;77,854;76,9637;77,2815;;
2018-09-04;78,2195;79,7408;77,842;78,3534;;
2018-09-03;77,8901;78,4469;77,8089;78,0355;;
2018-08-31;77,5132;77,8041;76,99;77,4319;;
2018-08-30;77,3627;78,0779;77,2232;77,7272;;
2018-08-29;75,7243;77,4134;75,6425;77,3682;;
2018-08-28;76,312;76,9589;75,7035;75,9958;;
2018-08-27;75,6654;76,3565;75,3778;76,3149;;
2018-08-24;75,1285;76,4018;75,1036;75,5998;;
2018-08-23;74,5464;74,8499;74,1806;74,7809;;
2018-08-22;73,0288;75,0287;72,9441;74,6957;;
2018-08-21;72,1166;72,9503;72,0443;72,6168;;
2018-08-20;71,8709;72,7608;71,7413;72,167;;
2018-08-17;71,4866;72,5052;71,3885;71,7345;;
2018-08-16;71,028;71,4867;70,5581;71,2448;;
2018-08-15;72,2943;72,3781;70,2934;70,9441;;
2018-08-14;72,9913;73,9411;72,2434;72,6192;;
2018-08-13;72,5361;73,116;71,014;72,3206;;
2018-08-10;71,6322;73,1648;71,3706;72,9447;;
2018-08-09;72,1717;72,8952;71,8476;71,9529;;
2018-08-08;74,5682;74,8451;71,6647;72,2088;;
2018-08-07;74,1849;74,908;74,028;74,5696;;
2018-08-06;73,4101;74,4559;73,3444;73,6628;;
2018-08-03;73,4549;73,7557;72,4475;73,3349;;
2018-08-02;72,8362;73,7458;71,8115;73,3656;;
2018-08-01;74,0087;74,0133;72,3081;72,5503;;
2018-07-31;74,6529;75,1251;74,1077;74,2014;;
2018-07-30;74,4265;75,2835;74,281;74,8196;;
2018-07-27;74,4541;74,8623;73,8266;74,0987;;
2018-07-26;74,3852;74,8176;73,7357;74,6344;;
2018-07-25;74,0867;74,3188;73,0474;73,8751;;
2018-07-24;73,0667;74,022;72,7333;73,50;;
2018-07-23;72,9524;74,4118;72,5041;72,9806;;
2018-07-20;72,8078;73,4782;72,3081;73,1544;;
2018-07-19;72,7542;73,7824;71,838;72,3363;;
2018-07-18;71,6628;73,2768;71,1931;73,0203;;
2018-07-17;71,5663;72,6579;71,5323;71,9335;;
2018-07-16;74,81;75,3748;71,5162;71,8941;;
2018-07-13;74,1483;75,9353;73,1944;74,9898;;
2018-07-12;74,3194;75,0751;72,8918;74,2542;;
2018-07-11;78,2568;78,3265;74,3357;74,4314;;
2018-07-10;78,5875;79,5269;78,4205;78,9227;;
2018-07-09;77,5793;78,2987;77,3857;78,2537;;
2018-07-06;77,2529;77,3859;76,3367;77,1096;;
2018-07-05;78,00;78,4464;77,3001;77,6288;;
2018-07-04;78,0053;78,2993;77,5847;78,172;;
2018-07-03;77,8446;78,4842;76,671;77,6045;;
2018-07-02;78,5427;78,9407;77,142;77,2496;;
2018-06-29;77,7917;79,6954;77,652;79,3753;;
2018-06-28;77,3748;78,3842;77,2776;77,5809;;
2018-06-27;76,7525;78,1676;76,2946;77,2357;;
2018-06-26;74,8696;76,6194;74,0929;76,3113;;
2018-06-25;74,5654;75,0713;73,7948;74,8763;;
2018-06-22;73,9493;75,2166;73,6779;75,1378;;
2018-06-21;74,0151;74,2189;72,8964;73,0159;;
2018-06-20;75,4375;75,8697;74,0714;74,3665;;
2018-06-19;74,5977;75,5393;74,4294;75,1271;;
2018-06-18;73,072;75,4735;72,9314;75,2843;;
2018-06-15;75,8347;75,8376;73,0822;73,1881;;
2018-06-14;76,374;76,9161;75,734;75,9503;;
2018-06-13;75,3361;76,8856;75,2354;76,6273;;
2018-06-12;76,7938;77,0943;75,6433;75,7547;;
2018-06-11;76,0251;76,8147;75,5449;76,3557;;
2018-06-08;76,8258;77,0829;76,1447;76,4068;;
2018-06-07;75,7956;77,3891;75,4954;77,2693;;
2018-06-06;75,987;76,13;74,5016;75,828;;
2018-06-05;75,5129;75,759;73,7919;75,2226;;
2018-06-04;76,7604;76,9806;75,1732;75,3157;;
2018-06-01;77,7198;77,9735;76,3152;76,5613;;
2018-05-31;77,1929;78,6878;76,9939;77,4897;;
2018-05-30;75,3214;77,7489;75,1583;77,6944;;
2018-05-29;75,4334;76,1974;74,5016;75,3521;;
2018-05-28;75,4917;75,6524;74,8804;75,2683;;
2018-05-25;78,4275;78,511;75,9876;76,0467;;
2018-05-24;79,4082;79,5729;78,5437;78,7157;;
2018-05-23;79,0378;79,8375;78,2128;79,6638;;
2018-05-22;79,643;80,4873;79,1367;79,3978;;
2018-05-21;78,9301;79,5255;78,0702;79,411;;
2018-05-18;79,4624;79,8436;78,3014;78,6017;;
2018-05-17;79,4056;80,5102;79,1089;79,3552;;
2018-05-16;78,181;79,3457;77,6199;79,2808;;
2018-05-15;78,1969;79,4372;77,8585;78,2062;;
2018-05-14;76,7189;78,4432;76,5213;78,3667;;
2018-05-11;77,2819;77,5739;76,9246;76,9726;;
2018-05-10;77,7297;77,9048;76,508;77,3966;;
2018-05-09;76,6722;77,4018;76,5182;77,1981;;
2018-05-08;75,5657;76,1797;73,1475;75,6455;;
2018-05-07;75,5092;76,3202;75,0363;75,3252;;
2018-05-04;73,5298;75,0683;73,2159;74,9141;;
2018-05-03;73,3305;74,0786;72,4735;73,7374;;
2018-05-02;73,4043;73,617;72,3699;73,0905;;
2018-05-01;74,2849;74,3242;73,9116;74,1383;;
2018-04-30;74,1236;75,4245;73,4054;75,1993;;
2018-04-27;74,411;75,0141;74,3608;74,4643;;
2018-04-26;74,3586;74,9812;74,0891;74,7787;;
2018-04-25;73,8962;74,2021;73,1891;73,9261;;
2018-04-24;75,0858;75,4797;73,6953;73,9284;;
2018-04-23;73,9581;75,1071;73,1171;75,0391;;
2018-04-20;73,7496;74,1748;72,847;73,7395;;
2018-04-19;73,8533;74,7445;73,4735;73,6835;;
2018-04-18;72,1558;73,9089;71,9532;73,8446;;
2018-04-17;71,7023;71,9093;70,8101;71,5419;;
2018-04-16;71,4542;72,2437;71,1044;71,5372;;
2018-04-13;71,8225;72,8667;71,5875;72,4562;;
2018-04-12;71,7983;72,3138;71,0839;71,7924;;
2018-04-11;70,6844;72,9953;70,586;71,9628;;
2018-04-10;69,6003;71,3374;69,3684;71,1731;;
2018-04-09;67,3757;68,8028;67,2465;68,5491;;
2018-04-06;67,8481;68,6334;66,8353;67,025;;
2018-04-05;68,3092;68,9104;67,702;68,41;;
2018-04-04;67,8563;68,2789;66,6905;68,2502;;
2018-04-03;68,134;68,3713;67,5839;68,1303;;
2018-03-29;69,7737;70,4138;69,0798;70,1946;;
2018-03-28;69,7635;70,2104;68,7655;69,8224;;
2018-03-27;70,1747;71,0293;69,4949;69,6399;;
2018-03-26;70,1604;70,6115;69,6689;70,075;;
2018-03-23;69,3043;70,5772;68,8654;70,2632;;
2018-03-22;69,2911;69,4649;68,5544;68,8564;;
2018-03-21;67,5493;69,8924;67,4626;69,7441;;
2018-03-20;66,5355;67,8663;66,374;67,5482;;
2018-03-19;65,9025;66,3473;65,673;66,1138;;
2018-03-16;65,1513;66,4309;64,8685;66,1222;;
2018-03-15;64,8651;65,3834;64,5718;65,0607;;
2018-03-14;64,5986;65,22;64,0407;64,8068;;
2018-03-13;64,8505;65,6477;64,0362;64,7287;;
2018-03-12;65,3608;65,4987;64,183;65,0003;;
2018-03-09;63,8231;65,6448;63,6929;65,5314;;
2018-03-08;64,3753;64,5259;63,4272;63,91;;
2018-03-07;65,2258;65,7653;63,8125;64,5688;;
2018-03-06;65,7101;66,1571;65,2648;65,7564;;
2018-03-05;64,5951;65,899;64,1072;65,5612;;
2018-03-02;63,8499;64,6086;63,1901;64,5432;;
2018-03-01;64,973;64,9884;63,1709;64,276;;
2018-02-28;66,4205;66,8743;65,4288;65,7138;;
2018-02-27;67,3693;67,5468;66,3905;66,495;;
2018-02-26;67,3019;67,8961;66,7223;67,5804;;
2018-02-23;66,235;67,3743;65,7722;67,2654;;
2018-02-22;64,8218;66,5877;64,7542;66,2519;;
2018-02-21;64,9452;65,5215;64,828;64,8986;;
2018-02-20;65,4716;65,8191;64,7565;65,1002;;
2018-02-19;65,1928;65,9018;64,9791;65,6211;;
2018-02-16;64,5887;65,2069;64,1642;64,8674;;
2018-02-15;64,8772;64,8772;63,1033;64,0433;;
2018-02-14;62,6329;64,5968;61,9367;64,3066;;
2018-02-13;63,0243;63,0964;61,7783;62,7962;;
2018-02-12;63,4531;64,3568;62,5518;62,6643;;
2018-02-09;64,4048;64,6442;61,7487;62,7191;;
2018-02-08;65,3612;65,5519;64,0919;64,1673;;
2018-02-07;67,2028;67,6957;65,6206;65,6806;;
2018-02-06;67,3059;67,5575;66,503;66,916;;
2018-02-05;68,1985;68,4629;67,1851;67,3872;;
2018-02-02;69,9111;70,005;67,9581;68,3464;;
2018-02-01;68,851;69,9869;68,7774;69,7967;;
2018-01-31;68,7448;69,1812;68,4134;69,0037;;
2018-01-30;69,0427;69,396;68,3694;68,8366;;
2018-01-29;70,4223;70,4534;69,1052;69,3491;;
2018-01-26;70,2113;70,8252;70,0199;70,3513;;
2018-01-25;71,0406;71,2644;69,9638;70,1008;;
2018-01-24;69,6849;70,959;69,5321;70,8283;;
2018-01-23;69,3188;70,2297;69,0915;70,1446;;
2018-01-22;68,8166;69,4963;68,373;69,2018;;
2018-01-19;68,6269;69,0981;68,2517;68,7544;;
2018-01-18;69,3621;69,5162;68,7759;69,1882;;
2018-01-17;69,1551;69,5617;68,5152;69,2582;;
2018-01-16;69,975;70,0312;68,8782;69,2447;;
2018-01-15;69,8327;70,3513;69,5254;70,2768;;
2018-01-12;68,9987;69,9387;68,7037;69,7672;;
2018-01-11;69,0731;70,0237;69,0378;69,1727;;
2018-01-10;69,0906;69,3972;68,7552;69,1004;;
2018-01-09;68,2134;69,0986;67,6574;68,777;;
2018-01-08;67,6526;68,0146;67,4358;67,8919;;
2018-01-05;67,7977;67,925;67,2514;67,8022;;
2018-01-04;68,1754;68,1754;67,6012;67,9347;;
2018-01-03;66,4941;67,9369;66,3789;67,871;;
2018-01-02;66,9662;67,1038;66,2161;66,5405;;
2017-12-29;66,5268;66,9931;66,1927;66,6419;;
2017-12-28;66,605;66,8102;66,2008;66,5166;;
2017-12-27;66,8345;66,9007;66,0137;66,412;;
2017-12-22;64,7752;65,2844;64,3545;64,9904;;
2017-12-21;64,4415;64,9552;64,1857;64,7748;;
2017-12-20;63,9747;64,625;63,64;64,595;;
2017-12-19;63,536;63,8541;63,4102;63,7618;;
2017-12-18;63,6559;63,9242;62,9961;63,3718;;
2017-12-15;63,4258;63,7057;63,0789;63,1964;;
2017-12-14;62,8728;63,4389;61,9968;63,4099;;
2017-12-13;63,9875;64,327;62,3327;62,5529;;
2017-12-12;65,3174;65,8684;63,0638;63,5598;;
2017-12-11;63,3596;64,9425;62,9864;64,6965;;
2017-12-08;62,3107;63,6379;62,2193;63,3666;;
2017-12-07;61,3024;62,2651;61,2574;62,1305;;
2017-12-06;62,7907;62,9474;61,0956;61,2588;;
2017-12-05;62,2135;63,1616;62,1381;62,9107;;
2017-12-04;63,3245;63,5561;62,2859;62,4001;;
2017-12-01;63,0809;64,3309;62,8613;63,6251;;
2017-11-30;63,387;64,2248;63,216;63,5137;;
2017-11-29;63,2879;64,0256;62,4728;63,3119;;
2017-11-28;63,7733;63,9392;63,0691;63,4853;;
2017-11-27;63,7122;63,9852;63,1017;63,8105;;
2017-11-24;63,4303;63,9377;63,2706;63,712;;
2017-11-23;62,9838;63,5997;62,8696;63,427;;
2017-11-22;63,2865;63,4197;62,6044;63,2745;;
2017-11-21;62,3889;62,8437;62,0542;62,6017;;
2017-11-20;62,4436;62,6937;61,4669;62,1715;;
2017-11-17;61,3741;62,92;61,2741;62,6661;;
2017-11-16;62,1342;62,1789;61,2402;61,3748;;
2017-11-15;61,5838;62,1669;61,3334;61,8273;;
2017-11-14;62,8553;63,1651;61,3515;61,8464;;
2017-11-13;63,4597;63,7038;62,5821;63,1016;;
2017-11-10;63,7543;64,2753;63,3185;63,6048;;
2017-11-09;63,5669;64,2242;63,2438;63,8054;;
2017-11-08;63,3884;64,6036;62,9852;63,4613;;
2017-11-07;64,2832;64,6344;63,5264;63,7524;;
2017-11-06;62,657;64,445;62,2079;64,2586;;
2017-11-03;60,8821;62,2541;60,5749;62,1462;;
2017-11-02;60,5538;60,8591;60,014;60,7572;;
2017-11-01;61,2744;61,7305;59,9678;60,4387;;
2017-10-31;60,7121;61,4095;60,493;61,3243;;
2017-10-30;60,7204;61,0036;60,1205;60,8212;;
2017-10-27;59,3539;60,5343;58,8128;60,4397;;
2017-10-26;58,3753;59,4142;58,0419;59,3973;;
2017-10-25;58,3563;58,7545;57,8427;58,4576;;
2017-10-24;57,484;58,3887;57,006;58,3707;;
2017-10-23;57,8121;58,0484;57,2584;57,3834;;
2017-10-20;57,1059;57,8888;56,5747;57,8558;;
2017-10-19;58,0681;58,1444;57,0154;57,2233;;
2017-10-18;58,2161;58,5514;57,7388;58,145;;
2017-10-17;57,7277;58,3381;57,1417;58,1119;;
2017-10-16;57,828;58,4866;57,5047;57,8369;;
2017-10-13;57,1585;57,588;56,6354;56,8494;;
2017-10-12;56,5551;56,8473;55,8496;56,2941;;
2017-10-11;56,6078;57,0896;56,0988;56,826;;
2017-10-10;55,8576;56,9329;55,8108;56,5793;;
2017-10-09;55,7018;55,9784;55,0761;55,6107;;
2017-10-06;56,8798;57,2773;55,113;55,6061;;
2017-10-05;55,8859;57,2182;55,8326;57,0015;;
2017-10-04;55,7519;56,1974;55,3653;55,7266;;
2017-10-02;56,5762;56,729;55,4816;56,0532;;
2017-09-29;57,383;57,8005;57,1147;57,4971;;
2017-09-28;57,5401;58,6309;56,8609;57,6044;;
2017-09-27;58,612;58,6435;57,5261;57,6682;;
2017-09-26;58,6634;58,8818;57,7567;58,4376;;
2017-09-25;56,7552;59,0738;56,677;59,006;;
2017-09-22;56,5501;56,9067;56,202;56,7434;;
2017-09-21;56,0999;56,5043;55,7447;56,374;;
2017-09-20;55,4547;56,4815;55,22;56,2671;;
2017-09-19;55,5838;55,8928;54,8636;55,1768;;
2017-09-18;55,864;55,9424;54,7859;55,4931;;
2017-09-15;55,2197;55,8733;54,8423;55,526;;
2017-09-14;54,9893;55,9699;54,9685;55,2085;;
2017-09-13;54,0913;55,2172;54,0108;55,1733;;
2017-09-12;53,7592;54,4223;53,4259;54,3428;;
2017-09-11;54,0702;54,0702;53,0336;53,7654;;
2017-09-08;54,7585;54,8705;53,5607;53,6433;;
2017-09-07;54,0222;54,6755;53,8799;54,5011;;
2017-09-06;53,441;54,299;53,3888;54,2206;;
2017-09-05;52,1702;53,6625;52,1393;53,1371;;
2017-09-04;52,3718;52,8078;51,9587;52,2129;;
2017-09-01;52,6358;52,9478;52,2086;52,7584;;
2017-08-31;50,7081;52,4368;50,515;52,2769;;
2017-08-30;51,9484;52,042;50,6785;50,7065;;
2017-08-29;51,854;52,0925;51,3683;51,9084;;
2017-08-28;52,4835;52,7727;51,5089;51,984;;
2017-08-25;52,4712;52,687;51,8965;52,2914;;
2017-08-24;52,5258;52,6802;51,5929;52,2249;;
2017-08-23;51,6951;52,6281;51,4306;52,5679;;
2017-08-22;51,9216;52,2675;51,3579;51,9023;;
2017-08-21;52,6095;52,8041;51,3094;51,6225;;
2017-08-18;51,1366;52,9891;50,7638;52,8563;;
2017-08-17;50,3979;51,1264;49,9878;50,9097;;
2017-08-16;51,0947;51,3063;50,1297;50,3007;;
2017-08-15;50,814;50,9858;50,019;50,8256;;
2017-08-14;51,8915;52,3508;50,5513;50,644;;
2017-08-11;51,6169;51,8956;51,281;51,601;;
2017-08-10;53,0003;53,6419;51,6538;51,7255;;
2017-08-09;51,9165;52,7726;51,8522;52,7221;;
2017-08-08;52,256;52,7267;51,7895;51,9891;;
2017-08-07;52,1012;52,3874;51,3729;52,2293;;
2017-08-04;51,8275;52,5503;51,4042;52,3027;;
2017-08-03;52,077;52,8662;51,7522;51,9627;;
2017-08-02;51,4324;52,4137;51,198;52,2641;;
2017-08-01;52,8194;52,9618;50,8541;51,8289;;
2017-07-31;52,8389;52,8614;52,1723;52,6139;;
2017-07-28;51,4885;52,6968;51,3904;52,5433;;
2017-07-27;50,9276;51,6651;50,4771;51,5879;;
2017-07-26;50,6574;51,0468;50,0724;50,9549;;
2017-07-25;48,8441;50,2714;48,6983;50,2061;;
2017-07-24;47,9832;48,7573;47,6607;48,6578;;
2017-07-21;49,3862;49,6785;47,8044;47,9649;;
2017-07-20;49,6308;50,1789;49,1453;49,2205;;
2017-07-19;48,633;49,8033;48,5655;49,639;;
2017-07-18;48,3436;49,4214;48,2386;48,8834;;
2017-07-17;48,9747;49,2559;48,3473;48,3726;;
2017-07-14;48,4872;49,07;48,136;49,0166;;
2017-07-13;47,687;48,5288;47,1518;48,4465;;
2017-07-12;48,2098;48,6528;47,3425;47,6486;;
2017-07-11;47,1596;47,8035;46,2878;47,5542;;
2017-07-10;46,7688;47,3808;46,0918;46,8916;;
2017-07-07;47,5621;47,6241;46,2988;46,7705;;
2017-07-06;48,3264;49,1671;47,7875;47,8371;;
2017-07-05;49,5794;49,8026;47,5763;47,6918;;
2017-07-04;49,4862;49,9278;49,3291;49,7078;;
2017-07-03;48,8799;49,736;48,5207;49,5531;;
2017-06-30;47,5625;48,1353;47,4696;47,8907;;
2017-06-29;47,7936;48,0008;47,1482;47,3303;;
2017-06-28;46,414;47,4249;46,2413;47,3426;;
2017-06-27;46,1527;47,0689;46,048;46,6613;;
2017-06-26;46,012;46,2296;45,0495;45,9675;;
2017-06-23;45,223;45,7403;45,0161;45,6366;;
2017-06-22;44,6359;45,7722;44,5449;45,2064;;
2017-06-21;45,6495;46,5286;44,3737;44,6176;;
2017-06-20;47,1092;47,2238;45,4539;45,9851;;
2017-06-19;47,2344;47,7793;46,779;46,9483;;
2017-06-16;47,098;47,6156;47,0353;47,3073;;
2017-06-15;46,9325;47,2111;46,6649;46,8563;;
2017-06-14;48,3733;48,6728;46,8012;47,0366;;
2017-06-13;48,4298;48,8363;47,858;48,7245;;
2017-06-12;48,1217;49,1327;48,0726;48,2726;;
2017-06-09;47,7386;48,5337;47,4064;48,1973;;
2017-06-08;48,5255;48,5968;47,5726;47,8772;;
2017-06-07;49,9662;50,0423;47,9707;48,1192;;
2017-06-06;49,557;49,9327;49,0629;49,7718;;
2017-06-05;50,1846;50,3547;49,0336;49,5005;;
2017-06-02;49,8867;50,3562;48,9354;50,0684;;
2017-06-01;51,3509;51,462;50,2825;50,2901;;
2017-05-31;51,3785;51,4695;49,7651;50,2817;;
2017-05-30;51,977;52,068;51,1647;51,7819;;
2017-05-29;52,184;52,6143;51,8487;52,2267;;
2017-05-26;51,8909;52,237;50,6719;52,137;;
2017-05-25;54,3755;54,6682;51,0084;51,234;;
2017-05-24;54,2225;54,6218;53,7116;53,9464;;
2017-05-23;53,4706;54,2505;53,1975;54,1761;;
2017-05-22;53,9437;54,3783;53,6619;53,7681;;
2017-05-19;52,9651;53,7422;52,8454;53,426;;
2017-05-18;52,0774;52,7535;51,1111;52,4913;;
2017-05-17;51,3301;52,5992;51,2395;52,0998;;
2017-05-16;51,8447;52,3602;51,4848;51,588;;
2017-05-15;51,7667;52,6113;51,6791;51,8931;;
2017-05-12;50,9505;51,0871;50,3374;50,8728;;
2017-05-11;50,6131;51,163;50,4587;50,7003;;
2017-05-10;48,9304;50,643;48,8887;50,2263;;
2017-05-09;49,3533;49,741;48,3834;48,7641;;
2017-05-08;49,4817;49,5783;48,4814;49,0127;;
2017-05-05;47,6983;49,6351;47,3845;49,2542;;
2017-05-04;50,4709;50,5807;48,1521;48,2778;;
2017-05-03;50,8475;51,1403;50,2073;50,7251;;
2017-05-02;51,5768;52,1746;50,1653;50,488;;
2017-04-28;51,782;51,9894;51,2839;51,694;;
2017-04-27;51,6047;51,7541;50,449;51,6165;;
2017-04-26;51,9117;52,4428;51,4321;51,5116;;
2017-04-25;51,8023;52,4073;51,3031;52,2583;;
2017-04-24;52,289;52,5983;51,4419;51,5019;;
2017-04-21;53,0546;53,3043;51,5365;51,893;;
2017-04-20;53,2905;53,5547;52,6735;52,9175;;
2017-04-19;54,7917;55,1992;52,5429;52,9868;;
2017-04-18;55,3813;55,4763;54,6025;55,0367;;
2017-04-13;55,8418;56,0753;55,5419;55,6938;;
2017-04-12;56,4259;56,6683;55,4941;55,6521;;
2017-04-11;55,7815;56,2762;55,4683;56,0613;;
2017-04-10;55,5768;56,0173;55,4814;55,949;;
2017-04-07;55,5032;55,8735;54,6397;55,1291;;
2017-04-06;54,3136;55,0229;54,1306;54,8499;;
2017-04-05;54,5575;55,1015;54,0058;54,0726;;
2017-04-04;52,9187;54,2778;52,7224;54,1287;;
2017-04-03;53,5407;53,7488;53,0239;53,1017;;
2017-03-31;52,8386;52,983;52,3707;52,6981;;
2017-03-30;52,4385;53,1062;51,992;52,8893;;
2017-03-29;51,6286;52,4653;51,3564;52,2895;;
2017-03-28;50,9934;51,898;50,9232;51,2857;;
2017-03-27;50,4282;50,8594;50,0203;50,7906;;
2017-03-24;50,6319;51,0013;50,4018;50,8764;;
2017-03-23;50,7972;51,1008;50,2179;50,5032;;
2017-03-22;50,6601;50,9701;49,746;50,7138;;
2017-03-21;52,0035;52,2129;50,7469;50,8153;;
2017-03-20;51,5171;51,9141;51,0046;51,6347;;
2017-03-17;51,6598;52,1084;51,5982;51,7031;;
2017-03-16;52,5148;52,6168;51,4872;51,6769;;
2017-03-15;51,6956;52,0771;51,3453;51,9742;;
2017-03-14;51,3388;51,8499;50,2141;51,0534;;
2017-03-13;51,2848;51,6923;50,8885;51,4188;;
2017-03-10;52,301;53,0025;51,1579;51,3969;;
